;Rank;Rider;Team;Times;Gap;B;P;Stages;Ranking type;Points;Checkpoint;Year;Distance (km);Number of stages;ResultType;TotalSeconds;GapSeconds
457883;82;OMAR FRAILE MATARRANZ;INEOS GRENADIERS;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457884;83;EDVALD BOASSON-HAGEN;TOTALENERGIES;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457885;84;KEVIN VERMAERKE;TEAM DSM - FIRMENICH;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457886;85;WARREN BARGUIL;TEAM ARKEA - SAMSIC;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457887;86;RUBEN ALMEIDA GUERREIRO;MOVISTAR TEAM;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457888;87;JAMES SHAW;EF EDUCATION - EASYPOST;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457889;88;QUENTIN PACHER;GROUPAMA - FDJ;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457890;89;WOUT POELS;BAHRAIN VICTORIOUS;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457891;9;JONAS VINGEGAARD HANSEN;JUMBO-VISMA;04h 23' 01'';+ 00h 00' 12'';;;1;Individual (Stage);;;2023;3404;21;time;15781;12
457892;90;HUGO HOULE;ISRAEL - PREMIER TECH;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457893;91;ALEXEY LUTSENKO;ASTANA QAZAQSTAN TEAM;04h 32' 31'';+ 00h 09' 42'';;;1;Individual (Stage);;;2023;3404;21;time;16351;582
457894;92;NILS POLITT;BORA - HANSGROHE;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457895;93;LILIAN CALMEJANE;INTERMARCHÉ - CIRCUS - WANTY;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457896;94;DION SMITH;INTERMARCHÉ - CIRCUS - WANTY;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457897;95;KÉVIN GENIETS;GROUPAMA - FDJ;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457898;96;DANIEL OSS;TOTALENERGIES;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457899;97;KRISTS NEILANDS;ISRAEL - PREMIER TECH;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457900;98;SIMON CLARKE;ISRAEL - PREMIER TECH;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457901;99;RÉMI CAVAGNA;SOUDAL QUICK-STEP;04h 33' 52'';+ 00h 11' 03'';;;1;Individual (Stage);;;2023;3404;21;time;16432;663
457902;1;PASCAL EENKHOORN;LOTTO DSTNY;;;;;1;Points (Stage);20 PTS;;2023;3404;21;time;0;0
457903;1;ADAM YATES;UAE TEAM EMIRATES;;;10';;1;Points (Stage);30 PTS;;2023;3404;21;time;0;0
457904;10;BRYAN COQUARD;COFIDIS;;;;;1;Points (Stage);6 PTS;;2023;3404;21;time;0;0
457905;10;DAVID GAUDU;GROUPAMA - FDJ;;;;;1;Points (Stage);7 PTS;;2023;3404;21;time;0;0
457906;11;DYLAN GROENEWEGEN;TEAM JAYCO ALULA;;;;;1;Points (Stage);5 PTS;;2023;3404;21;time;0;0
457907;11;WOUT VAN AERT;JUMBO-VISMA;;;;;1;Points (Stage);6 PTS;;2023;3404;21;time;0;0
457908;12;JORDI MEEUS;BORA - HANSGROHE;;;;;1;Points (Stage);4 PTS;;2023;3404;21;time;0;0
457909;12;MIKEL LANDA MEANA;BAHRAIN VICTORIOUS;;;;;1;Points (Stage);5 PTS;;2023;3404;21;time;0;0
457910;13;BINIAM GIRMAY;INTERMARCHÉ - CIRCUS - WANTY;;;;;1;Points (Stage);3 PTS;;2023;3404;21;time;0;0
457911;13;CARLOS RODRIGUEZ;INEOS GRENADIERS;;;;;1;Points (Stage);4 PTS;;2023;3404;21;time;0;0
457912;14;JASPER STUYVEN;LIDL - TREK;;;;;1;Points (Stage);2 PTS;;2023;3404;21;time;0;0
457913;14;WILCO KELDERMAN;JUMBO-VISMA;;;;;1;Points (Stage);3 PTS;;2023;3404;21;time;0;0
457914;15;ALEXIS RENARD;COFIDIS;;;;;1;Points (Stage);1 PTS;;2023;3404;21;time;0;0
457915;15;CORBIN STRONG;ISRAEL - PREMIER TECH;;;;;1;Points (Stage);2 PTS;;2023;3404;21;time;0;0
457916;2;SIMON GUGLIELMI;TEAM ARKEA - SAMSIC;;;;;1;Points (Stage);17 PTS;;2023;3404;21;time;0;0
457917;2;SIMON YATES;TEAM JAYCO ALULA;;;06';;1;Points (Stage);25 PTS;;2023;3404;21;time;0;0
457918;3;VALENTIN FERRON;TOTALENERGIES;;;;;1;Points (Stage);15 PTS;;2023;3404;21;time;0;0
457919;3;TADEJ POGAČAR;UAE TEAM EMIRATES;;;04';;1;Points (Stage);22 PTS;;2023;3404;21;time;0;0
457920;4;LILIAN CALMEJANE;INTERMARCHÉ - CIRCUS - WANTY;;;;;1;Points (Stage);13 PTS;;2023;3404;21;time;0;0
457921;4;THIBAUT PINOT;GROUPAMA - FDJ;;;;;1;Points (Stage);19 PTS;;2023;3404;21;time;0;0
457922;5;GREGAARD JONAS WILSLY;UNO-X PRO CYCLING TEAM;;;;;1;Points (Stage);11 PTS;;2023;3404;21;time;0;0
457923;5;MICHAEL WOODS;ISRAEL - PREMIER TECH;;;;;1;Points (Stage);17 PTS;;2023;3404;21;time;0;0
457924;6;MADS PEDERSEN;LIDL - TREK;;;;;1;Points (Stage);10 PTS;;2023;3404;21;time;0;0
457925;6;VICTOR LAFAY;COFIDIS;;;;;1;Points (Stage);15 PTS;;2023;3404;21;time;0;0
457926;7;PETER SAGAN;TOTALENERGIES;;;;;1;Points (Stage);9 PTS;;2023;3404;21;time;0;0
457927;7;JAI HINDLEY;BORA - HANSGROHE;;;;;1;Points (Stage);13 PTS;;2023;3404;21;time;0;0
457928;8;JASPER PHILIPSEN;ALPECIN-DECEUNINCK;;;;;1;Points (Stage);8 PTS;;2023;3404;21;time;0;0
457929;8;MATTIAS SKJELMOSE;LIDL - TREK;;;;;1;Points (Stage);11 PTS;;2023;3404;21;time;0;0
457930;9;MARK CAVENDISH;ASTANA QAZAQSTAN TEAM;;;;;1;Points (Stage);7 PTS;;2023;3404;21;time;0;0
457931;9;JONAS VINGEGAARD HANSEN;JUMBO-VISMA;;;;;1;Points (Stage);9 PTS;;2023;3404;21;time;0;0
457932;1;;JUMBO-VISMA;13h 09' 03'';-;;;1;Team (Stage);;;2023;3404;21;time;47343;0
457933;10;;COFIDIS;13h 12' 25'';+ 00h 03' 22'';;;1;Team (Stage);;;2023;3404;21;time;47545;202
457934;11;;BORA - HANSGROHE;13h 12' 49'';+ 00h 03' 46'';;;1;Team (Stage);;;2023;3404;21;time;47569;226
457935;12;;MOVISTAR TEAM;13h 14' 51'';+ 00h 05' 48'';;;1;Team (Stage);;;2023;3404;21;time;47691;348
457936;13;;TOTALENERGIES;13h 14' 51'';+ 00h 05' 48'';;;1;Team (Stage);;;2023;3404;21;time;47691;348
457937;14;;TEAM DSM - FIRMENICH;13h 15' 09'';+ 00h 06' 06'';;;1;Team (Stage);;;2023;3404;21;time;47709;366
457938;15;;EF EDUCATION - EASYPOST;13h 17' 04'';+ 00h 08' 01'';;;1;Team (Stage);;;2023;3404;21;time;47824;481
457939;16;;INTERMARCHÉ - CIRCUS - WANTY;13h 17' 24'';+ 00h 08' 21'';;;1;Team (Stage);;;2023;3404;21;time;47844;501
457940;17;;UNO-X PRO CYCLING TEAM;13h 17' 36'';+ 00h 08' 33'';;;1;Team (Stage);;;2023;3404;21;time;47856;513
457941;18;;SOUDAL QUICK-STEP;13h 20' 12'';+ 00h 11' 09'';;;1;Team (Stage);;;2023;3404;21;time;48012;669
457942;19;;TEAM JAYCO ALULA;13h 22' 57'';+ 00h 13' 54'';;;1;Team (Stage);;;2023;3404;21;time;48177;834
457943;2;;UAE TEAM EMIRATES;13h 09' 12'';+ 00h 00' 09'';;;1;Team (Stage);;;2023;3404;21;time;47352;9
457944;20;;ALPECIN-DECEUNINCK;13h 27' 06'';+ 00h 18' 03'';;;1;Team (Stage);;;2023;3404;21;time;48426;1083
457945;21;;LOTTO DSTNY;13h 28' 29'';+ 00h 19' 26'';;;1;Team (Stage);;;2023;3404;21;time;48509;1166
457946;22;;TEAM ARKEA - SAMSIC;13h 29' 23'';+ 00h 20' 20'';;;1;Team (Stage);;;2023;3404;21;time;48563;1220
457947;3;;GROUPAMA - FDJ;13h 09' 24'';+ 00h 00' 21'';;;1;Team (Stage);;;2023;3404;21;time;47364;21
457948;4;;ISRAEL - PREMIER TECH;13h 09' 45'';+ 00h 00' 42'';;;1;Team (Stage);;;2023;3404;21;time;47385;42
457949;5;;INEOS GRENADIERS;13h 09' 45'';+ 00h 00' 42'';;;1;Team (Stage);;;2023;3404;21;time;47385;42
457950;6;;BAHRAIN VICTORIOUS;13h 09' 45'';+ 00h 00' 42'';;;1;Team (Stage);;;2023;3404;21;time;47385;42
457951;7;;LIDL - TREK;13h 10' 04'';+ 00h 01' 01'';;;1;Team (Stage);;;2023;3404;21;time;47404;61
457952;8;;AG2R CITROEN TEAM;13h 10' 06'';+ 00h 01' 03'';;;1;Team (Stage);;;2023;3404;21;time;47406;63
457953;9;;ASTANA QAZAQSTAN TEAM;13h 11' 48'';+ 00h 02' 45'';;;1;Team (Stage);;;2023;3404;21;time;47508;165
457954;1;TADEJ POGAČAR;UAE TEAM EMIRATES;04h 23' 01'';-;;;1;Youth (Stage);;;2023;3404;21;time;15781;0
457955;10;MATTEO JORGENSON;MOVISTAR TEAM;04h 25' 27'';+ 00h 02' 26'';;;1;Youth (Stage);;;2023;3404;21;time;15927;146
457956;11;MATHIEU BURGAUDEAU;TOTALENERGIES;04h 25' 27'';+ 00h 02' 26'';;;1;Youth (Stage);;;2023;3404;21;time;15927;146
457957;12;MATIS LOUVEL;TEAM ARKEA - SAMSIC;04h 25' 27'';+ 00h 02' 26'';;;1;Youth (Stage);;;2023;3404;21;time;15927;146
457958;13;ANTHON CHARMIG;UNO-X PRO CYCLING TEAM;04h 26' 26'';+ 00h 03' 25'';;;1;Youth (Stage);;;2023;3404;21;time;15986;205
457959;14;BINIAM GIRMAY;INTERMARCHÉ - CIRCUS - WANTY;04h 29' 52'';+ 00h 06' 51'';;;1;Youth (Stage);;;2023;3404;21;time;16192;411
457960;15;KEVIN VERMAERKE;TEAM DSM - FIRMENICH;04h 32' 31'';+ 00h 09' 30'';;;1;Youth (Stage);;;2023;3404;21;time;16351;570
457961;16;FRED WRIGHT;BAHRAIN VICTORIOUS;04h 33' 52'';+ 00h 10' 51'';;;1;Youth (Stage);;;2023;3404;21;time;16432;651
457962;17;CLÉMENT CHAMPOUSSIN;TEAM ARKEA - SAMSIC;04h 34' 34'';+ 00h 11' 33'';;;1;Youth (Stage);;;2023;3404;21;time;16474;693
457963;18;MIKKEL BJERG;UAE TEAM EMIRATES;04h 34' 39'';+ 00h 11' 38'';;;1;Youth (Stage);;;2023;3404;21;time;16479;698
457964;19;FLORIAN VERMEERSCH;LOTTO DSTNY;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457965;2;MATTIAS SKJELMOSE;LIDL - TREK;04h 23' 01'';-;;;1;Youth (Stage);;;2023;3404;21;time;15781;0
457966;20;AXEL ZINGLE;COFIDIS;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457967;21;QUINN SIMMONS;LIDL - TREK;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457968;22;NILS EEKHOFF;TEAM DSM - FIRMENICH;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457969;23;JASPER PHILIPSEN;ALPECIN-DECEUNINCK;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457970;24;LARS VAN DEN BERG;GROUPAMA - FDJ;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457971;25;SØREN WÆRENSKJOLD;UNO-X PRO CYCLING TEAM;04h 36' 42'';+ 00h 13' 41'';;;1;Youth (Stage);;;2023;3404;21;time;16602;821
457972;26;BEN TURNER;INEOS GRENADIERS;04h 37' 53'';+ 00h 14' 52'';;;1;Youth (Stage);;;2023;3404;21;time;16673;892
457973;27;LUCA MOZZATO;TEAM ARKEA - SAMSIC;04h 40' 15'';+ 00h 17' 14'';;;1;Youth (Stage);;;2023;3404;21;time;16815;1034
457974;28;VALENTIN FERRON;TOTALENERGIES;04h 43' 40'';+ 00h 20' 39'';;;1;Youth (Stage);;;2023;3404;21;time;17020;1239
457975;29;ALEXIS RENARD;COFIDIS;04h 43' 40'';+ 00h 20' 39'';;;1;Youth (Stage);;;2023;3404;21;time;17020;1239
457976;3;CARLOS RODRIGUEZ;INEOS GRENADIERS;04h 23' 01'';-;;;1;Youth (Stage);;;2023;3404;21;time;15781;0
457977;30;JORDI MEEUS;BORA - HANSGROHE;04h 44' 11'';+ 00h 21' 10'';;;1;Youth (Stage);;;2023;3404;21;time;17051;1270
457978;31;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;04h 44' 11'';+ 00h 21' 10'';;;1;Youth (Stage);;;2023;3404;21;time;17051;1270
457979;4;CORBIN STRONG;ISRAEL - PREMIER TECH;04h 23' 22'';+ 00h 00' 21'';;;1;Youth (Stage);;;2023;3404;21;time;15802;21
457980;5;MAXIM VAN GILS;LOTTO DSTNY;04h 23' 22'';+ 00h 00' 21'';;;1;Youth (Stage);;;2023;3404;21;time;15802;21
457981;6;MATTHEW DINHAM;TEAM DSM - FIRMENICH;04h 23' 22'';+ 00h 00' 21'';;;1;Youth (Stage);;;2023;3404;21;time;15802;21
457982;7;TOM PIDCOCK;INEOS GRENADIERS;04h 23' 22'';+ 00h 00' 21'';;;1;Youth (Stage);;;2023;3404;21;time;15802;21
457983;8;TOBIAS HALLAND JOHANNESSEN;UNO-X PRO CYCLING TEAM;04h 23' 22'';+ 00h 00' 21'';;;1;Youth (Stage);;;2023;3404;21;time;15802;21
457984;9;FELIX GALL;AG2R CITROEN TEAM;04h 23' 22'';+ 00h 00' 21'';;;1;Youth (Stage);;;2023;3404;21;time;15802;21
457985;1;NEILSON POWLESS;EF EDUCATION - EASYPOST;;;;;2;Climber (Stage);2 PTS;;2023;3404;21;time;0;0
457986;1;NEILSON POWLESS;EF EDUCATION - EASYPOST;;;;;2;Climber (Stage);1 PTS;;2023;3404;21;time;0;0
457987;1;NEILSON POWLESS;EF EDUCATION - EASYPOST;;;;;2;Climber (Stage);2 PTS;;2023;3404;21;time;0;0
457988;1;NEILSON POWLESS;EF EDUCATION - EASYPOST;;;;;2;Climber (Stage);1 PTS;;2023;3404;21;time;0;0
457989;1;TADEJ POGAČAR;UAE TEAM EMIRATES;;;;;2;Climber (Stage);5 PTS;;2023;3404;21;time;0;0
457990;2;EDVALD BOASSON-HAGEN;TOTALENERGIES;;;;;2;Climber (Stage);1 PTS;;2023;3404;21;time;0;0
457991;2;EDVALD BOASSON-HAGEN;TOTALENERGIES;;;;;2;Climber (Stage);1 PTS;;2023;3404;21;time;0;0
457992;2;JONAS VINGEGAARD HANSEN;JUMBO-VISMA;;;;;2;Climber (Stage);3 PTS;;2023;3404;21;time;0;0
457993;3;SIMON YATES;TEAM JAYCO ALULA;;;;;2;Climber (Stage);2 PTS;;2023;3404;21;time;0;0
457994;4;GIULIO CICCONE;LIDL - TREK;;;;;2;Climber (Stage);1 PTS;;2023;3404;21;time;0;0
457995;1;VICTOR LAFAY;COFIDIS;04h 46' 39'';-;10';;2;Individual (Stage);;;2023;3404;21;time;17199;0
457996;10;STEFF CRAS;TOTALENERGIES;04h 46' 39'';-;;;2;Individual (Stage);;;2023;3404;21;time;17199;0
457997;100;SILVAN DILLIER;ALPECIN-DECEUNINCK;04h 59' 50'';+ 00h 13' 11'';;;2;Individual (Stage);;;2023;3404;21;time;17990;791
457998;101;JASPER STUYVEN;LIDL - TREK;04h 59' 50'';+ 00h 13' 11'';;;2;Individual (Stage);;;2023;3404;21;time;17990;791
457999;102;MAXIM VAN GILS;LOTTO DSTNY;04h 59' 50'';+ 00h 13' 11'';;;2;Individual (Stage);;;2023;3404;21;time;17990;791
458000;103;NILS POLITT;BORA - HANSGROHE;05h 00' 23'';+ 00h 13' 44'';;;2;Individual (Stage);;;2023;3404;21;time;18023;824
458001;104;GUILLAUME BOIVIN;ISRAEL - PREMIER TECH;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458002;105;SIMON CLARKE;ISRAEL - PREMIER TECH;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458003;106;JONAS RICKAERT;ALPECIN-DECEUNINCK;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458004;107;MATHIEU VAN DER POEL;ALPECIN-DECEUNINCK;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458005;108;NANS PETERS;AG2R CITROEN TEAM;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458006;109;BENOIT COSNEFROY;AG2R CITROEN TEAM;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458007;11;GIULIO CICCONE;LIDL - TREK;04h 46' 39'';-;;;2;Individual (Stage);;;2023;3404;21;time;17199;0
458008;110;OLIVER NAESEN;AG2R CITROEN TEAM;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458009;111;NIKIAS ARNDT;BAHRAIN VICTORIOUS;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458010;112;MARCO HALLER;BORA - HANSGROHE;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458011;113;DANNY VAN POPPEL;BORA - HANSGROHE;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458012;114;WOUT POELS;BAHRAIN VICTORIOUS;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458013;115;EDVALD BOASSON-HAGEN;TOTALENERGIES;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458014;116;STAN DEWULF;AG2R CITROEN TEAM;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458015;117;PETER SAGAN;TOTALENERGIES;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458016;118;PIERRE LATOUR;TOTALENERGIES;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458017;119;ANTHONY TURGIS;TOTALENERGIES;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458018;12;TIESJ BENOOT;JUMBO-VISMA;04h 46' 39'';-;;;2;Individual (Stage);;;2023;3404;21;time;17199;0
458019;120;JAMES SHAW;EF EDUCATION - EASYPOST;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458020;121;ANDREY AMADOR;EF EDUCATION - EASYPOST;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458021;122;MATTEO JORGENSON;MOVISTAR TEAM;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458022;123;QUINN SIMMONS;LIDL - TREK;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458023;124;CHRISTOPHE LAPORTE;JUMBO-VISMA;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458024;125;TIM DECLERCQ;SOUDAL QUICK-STEP;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458025;126;G LAWSON CRADDOCK;TEAM JAYCO ALULA;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458026;127;KASPER ASGREEN;SOUDAL QUICK-STEP;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458027;128;BINIAM GIRMAY;INTERMARCHÉ - CIRCUS - WANTY;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458028;129;JORDI MEEUS;BORA - HANSGROHE;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458029;13;EMANUEL BUCHMANN;BORA - HANSGROHE;04h 46' 39'';-;;;2;Individual (Stage);;;2023;3404;21;time;17199;0
458030;130;FREDERIK FRISON;LOTTO DSTNY;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458031;131;RIGOBERTO URAN;EF EDUCATION - EASYPOST;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458032;132;CALEB EWAN;LOTTO DSTNY;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458033;133;LUKA MEZGEC;TEAM JAYCO ALULA;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458034;134;BEN TURNER;INEOS GRENADIERS;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458035;135;SOREN KRAGH ANDERSEN;ALPECIN-DECEUNINCK;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458036;136;SIMON GESCHKE;COFIDIS;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458037;137;JUUL CHRISTOPHER JENSEN;TEAM JAYCO ALULA;05h 00' 49'';+ 00h 14' 10'';;;2;Individual (Stage);;;2023;3404;21;time;18049;850
458038;138;LAURENT PICHON;TEAM ARKEA - SAMSIC;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458039;139;ADRIEN PETIT;INTERMARCHÉ - CIRCUS - WANTY;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458040;14;JACK HAIG;BAHRAIN VICTORIOUS;04h 46' 39'';-;;;2;Individual (Stage);;;2023;3404;21;time;17199;0
458041;140;SAM WELSFORD;TEAM DSM - FIRMENICH;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458042;141;DION SMITH;INTERMARCHÉ - CIRCUS - WANTY;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458043;142;KEVIN VERMAERKE;TEAM DSM - FIRMENICH;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458044;143;NILS EEKHOFF;TEAM DSM - FIRMENICH;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458045;144;FRED WRIGHT;BAHRAIN VICTORIOUS;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458046;145;GEORG ZIMMERMANN;INTERMARCHÉ - CIRCUS - WANTY;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458047;146;PHIL BAUHAUS;BAHRAIN VICTORIOUS;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458048;147;AXEL ZINGLE;COFIDIS;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458049;148;RAMON SINKELDAM;ALPECIN-DECEUNINCK;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458050;149;LUCA MOZZATO;TEAM ARKEA - SAMSIC;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458051;15;MIKEL LANDA MEANA;BAHRAIN VICTORIOUS;04h 46' 39'';-;;;2;Individual (Stage);;;2023;3404;21;time;17199;0
458052;150;JACOPO GUARNIERI;LOTTO DSTNY;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458053;151;VEGARD STAKE LAENGEN;UAE TEAM EMIRATES;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458054;152;JONAS ABRAHAMSEN;UNO-X PRO CYCLING TEAM;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458055;153;ALEXANDER KRISTOFF;UNO-X PRO CYCLING TEAM;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458056;154;TORSTEIN TRÆEN;UNO-X PRO CYCLING TEAM;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458057;155;ELMAR REINDERS;TEAM JAYCO ALULA;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458058;156;DYLAN GROENEWEGEN;TEAM JAYCO ALULA;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458059;157;YVES LAMPAERT;SOUDAL QUICK-STEP;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458060;158;MICHAEL MØRKØV;SOUDAL QUICK-STEP;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458061;159;FABIO JAKOBSEN;SOUDAL QUICK-STEP;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458062;16;JONAS VINGEGAARD HANSEN;JUMBO-VISMA;04h 46' 39'';-;05';;2;Individual (Stage);;;2023;3404;21;time;17199;0
458063;160;DAVID DE LA CRUZ MELGAREJO;ASTANA QAZAQSTAN TEAM;05h 04' 54'';+ 00h 18' 15'';;;2;Individual (Stage);;;2023;3404;21;time;18294;1095
458064;161;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;05h 06' 45'';+ 00h 20' 06'';;;2;Individual (Stage);;;2023;3404;21;time;18405;1206
458065;162;MARK CAVENDISH;ASTANA QAZAQSTAN TEAM;05h 06' 45'';+ 00h 20' 06'';;;2;Individual (Stage);;;2023;3404;21;time;18405;1206
